Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
herky11_be,2,247.0,24.0,Very Low
herman1091,3,70.0,4.666666666666667,Very Low
hermithypersign,1,18.0,3.0,Very Low
hero0592,1,18.0,3.0,Very Low
hertz_btc,3,135.0,10.0,Very Low
hertzinio#2802,1,18.0,3.0,Very Low
hertzinio#4913,1,18.0,3.0,Very Low
hertzinio#6118,1,18.0,3.0,Very Low
hexagon_ps,1,18.0,3.0,Very Low
hey.maggie,2,481.0,43.5,Very Low
hey2dk,1,18.0,3.0,Very Low
heytheremichael#7090,1,206.0,39.0,Very Low
heytj4,1,18.0,3.0,Very Low
hi situeur#8573,1,18.0,3.0,Very Low
hidden#4406,1,18.0,3.0,Very Low
hiddenking12,1,18.0,3.0,Very Low
high_ground#2251,1,18.0,3.0,Very Low
hikepatagonia#3411,13,1173.0,15.538461538461538,Low
hikudagu,1,18.0,3.0,Very Low
hilarygray4030,6,453.0,12.166666666666666,Very Low
hillsidechase,3,110.0,6.666666666666667,Very Low
hilyds,1,18.0,3.0,Very Low
himas.,106,17791.0,28.037735849056602,Moderate
hintedhandoff,1,18.0,3.0,Very Low
hipbilly,1,18.0,3.0,Very Low
hir0,1,18.0,3.0,Very Low
hiraho4394#1609,1,18.0,3.0,Very Low
hiralal#2335,1,18.0,3.0,Very Low
hiramduran,3,722.0,43.0,Very Low
his lover#5656,1,18.0,3.0,Very Low
hise17,2,68.0,5.5,Very Low
hitarayo_,164,13534.0,14.548780487804878,Moderate
hitechhayekian,1,18.0,3.0,Very Low
hiturunk,19,2565.0,24.36842105263158,Low
hiyhiy#6757,1,96.0,20.0,Very Low
hk5932,1,18.0,3.0,Very Low
hlzzzwwaw,1,18.0,3.0,Very Low
hmnky_kolp,1,18.0,3.0,Very Low
ho.ho.,1,18.0,3.0,Very Low
hobunror,1,18.0,3.0,Very Low
hoco8880,1,18.0,3.0,Very Low
hodfox8#0958,1,18.0,3.0,Very Low
holliedu#1789,1,18.0,3.0,Very Low
hollygrimm,1,18.0,3.0,Very Low
hollywoodzx,1,18.0,3.0,Very Low
holydaytabejd,1,18.0,3.0,Very Low
homecore,18,2583.0,24.944444444444443,Low
homercavero#5430,1,18.0,3.0,Very Low
homibipha,1,18.0,3.0,Very Low
homiewankenobi.,1,18.0,3.0,Very Low
homme,1,18.0,3.0,Very Low
homobayesian,1,18.0,3.0,Very Low
homocosmico,12,568.0,10.25,Low
honeygem,1,18.0,3.0,Very Low
hookups48,1,18.0,3.0,Very Low
hopace6516#6962,1,18.0,3.0,Very Low
hope08.,1,18.0,3.0,Very Low
hopium123,3,22.0,1.6666666666666667,Very Low
hoplie,1,18.0,3.0,Very Low
hopper255,30,13563.0,68.93333333333334,Low
horizon#2554,1,18.0,3.0,Very Low
horodyre,1,18.0,3.0,Very Low
horsegunmasterakw,1,18.0,3.0,Very Low
hossein4457,4,235.0,11.25,Very Low
houmaigad,1,18.0,3.0,Very Low
hououin.,3,131.0,9.0,Very Low
howardalantreesong#4772,1,18.0,3.0,Very Low
howardscottj,1,18.0,3.0,Very Low
howtobefaster#7670,5,349.0,13.2,Very Low
hpnumber1,1,61.0,12.0,Very Low
hpr_,1,18.0,3.0,Very Low
hrdl1,2,220.0,20.0,Very Low
hrycrypto,1,18.0,3.0,Very Low
hs1029,1,18.0,3.0,Very Low
hs285,1,18.0,3.0,Very Low
hsidyehj#4521,1,18.0,3.0,Very Low
htcarr3,1,18.0,3.0,Very Low
htrap,1,18.0,3.0,Very Low
htrap#4622,1,18.0,3.0,Very Low
huangsir,1,5.0,1.0,Very Low
huemin,1,18.0,3.0,Very Low
hufyn_,4,80.0,4.0,Very Low
hugostiglitz10,1,18.0,3.0,Very Low
huhhhh#2198,1,18.0,3.0,Very Low
hujiko#7130,1,18.0,3.0,Very Low
humanaut,1,18.0,3.0,Very Low
humblefool#2959,1,18.0,3.0,Very Low
humptytomdumpty,2,23.0,2.0,Very Low
humpz14,5,63.0,2.8,Very Low
hungngdf,1,18.0,3.0,Very Low
hungnotsed,1,179.0,33.0,Very Low
hunterasa,1,37.0,4.0,Very Low
huozhu0088,1,18.0,3.0,Very Low
huseynche.1,3,34.0,3.0,Very Low
husseinmshakir,9,507.0,10.555555555555555,Very Low
huvissy,10,215.0,5.1,Very Low
huzaifaj,1,18.0,3.0,Very Low
huzeyinn,2,44.0,2.5,Very Low
hvbfkaopuswerk,1,85.0,15.0,Very Low
hvizd,1,18.0,3.0,Very Low
hwy2thedangerzone,1,18.0,3.0,Very Low
hydramdm,1,18.0,3.0,Very Low
hydread.,1,48.0,10.0,Very Low
hygrobro#6283,13,1326.0,18.615384615384617,Low
hytre8,17,1187.0,13.058823529411764,Low
hytre8#4322,1,18.0,3.0,Very Low
hziiebar,3,1091.0,58.0,Very Low
i didnt do it#4092,2,174.0,15.5,Very Low
i working at 7/11 but i cry#1318,1,18.0,3.0,Very Low
i.as.keyur,2,70.0,5.5,Very Low
iMA7H#8710,1,18.0,3.0,Very Low
i___am___yume,2,488.0,47.0,Very Low
i_am_ilya.,25,7497.0,49.08,Low
iaam_xavier,1,2.0,1.0,Very Low
iain1767,1,18.0,3.0,Very Low
ialberquilla,1,180.0,31.0,Very Low
iamaurum,1,18.0,3.0,Very Low
iamazeem,2,27.0,2.5,Very Low
iamcynthiasmart,1,5.0,1.0,Very Low
iamdbc_,1,93.0,17.0,Very Low
iamkn1ght,1,25.0,3.0,Very Low
iamnazar,77,14931.0,33.883116883116884,Low
iamoewara,2,185.0,16.5,Very Low
iamoheh,1,18.0,3.0,Very Low
iamveektoria,99,1590.0,2.686868686868687,Low
ian.coingecko,1,85.0,15.0,Very Low
ian.z#5299,3,82.0,5.0,Very Low
ianrus_,4,46.0,2.75,Very Low
ibra9407,1,18.0,3.0,Very Low
ibrahimansar1,21,2686.0,23.904761904761905,Low
ibrahimkecici,1,18.0,3.0,Very Low
icarlos365,7,697.0,18.285714285714285,Very Low
ice_e_fresh,59,144.0,1.0847457627118644,Low
icelander1,95,6142.0,12.652631578947368,Low
icepat,2,619.0,51.0,Very Low
icetee4eva#9096,3,669.0,38.0,Very Low
ichliebegianna#4937,1,18.0,3.0,Very Low
ichrysakis#4587,3,384.0,23.0,Very Low
ichrysakis#7505,1,18.0,3.0,Very Low
ideas4life,1,18.0,3.0,Very Low
ideologicallydecentralized,3,226.0,15.333333333333334,Very Low
idiom_bytes,245,60012.0,42.42448979591837,Moderate
idk0098.,2,97.0,9.5,Very Low
idongkey,1,18.0,3.0,Very Low
idontknowhatoputinhere,1,18.0,3.0,Very Low
idontknowshitaboutfuck,2,35.0,3.5,Very Low
idontlikeee,1,18.0,3.0,Very Low
ifreet_,1,18.0,3.0,Very Low
ifx_dev,3,326.0,17.0,Very Low
iggyizzy2011,1,18.0,3.0,Very Low
ighcrypto,2,422.0,37.0,Very Low
igorFedorov204#0601,1,18.0,3.0,Very Low
igordoganov,1,195.0,33.0,Very Low
igork_ldn,73,10826.0,24.904109589041095,Low
igorvolkov1,9,34.0,1.2222222222222223,Very Low
igoyard21,1,18.0,3.0,Very Low
ihor0732,1,18.0,3.0,Very Low
ihorporsche,16,638.0,8.1875,Low
ihyMayami#6419,1,18.0,3.0,Very Low
iion39,1,18.0,3.0,Very Low
ij7364,1,18.0,3.0,Very Low
ijeojay,5,484.0,16.2,Very Low
ika0509,5,209.0,8.2,Very Low
ikamskiy,40,3756.0,15.5,Low
ilCreatura#9366,1,18.0,3.0,Very Low
ililic2084,15,2571.0,30.333333333333332,Low
illlefr4u,2,422.0,40.5,Very Low
illustratem#1387,1,18.0,3.0,Very Low
ilomton,1,2.0,1.0,Very Low
ilovemyrottie#1366,1,24.0,6.0,Very Low
ilushi#3682,1,18.0,3.0,Very Low
ilyhelos,1,18.0,3.0,Very Low
imb3035,2,36.0,3.0,Very Low
imd9134,1,126.0,23.0,Very Low
imdior.eth.,1,20.0,4.0,Very Low
imgasoline.,1,18.0,3.0,Very Low
immah987,2,56.0,4.5,Very Low
imnithin,1,18.0,3.0,Very Low
impolo144d,1,18.0,3.0,Very Low
impossiblehunter77,1,18.0,3.0,Very Low
imsomnathk,1,18.0,3.0,Very Low
imtherp,1,18.0,3.0,Very Low
in_lakech,3,191.0,11.666666666666666,Very Low
inanimate23,8,495.0,11.75,Very Low
inara_elizabeth#6474,1,18.0,3.0,Very Low
incidr,1,18.0,3.0,Very Low
indchili,1,18.0,3.0,Very Low
indomitus7196,2,174.0,18.5,Very Low
indri#8837,3,381.0,17.666666666666668,Very Low
indxyz,1,108.0,22.0,Very Low
infinitehomie.eth,3,356.0,22.0,Very Low
infinityman#9312,1,76.0,13.0,Very Low
inkko.,1,18.0,3.0,Very Low
innerpeace27,1,18.0,3.0,Very Low
innopreneur,278,42009.0,25.600719424460433,Moderate
insaino,2,48.0,4.5,Very Low
insanity451,10,399.0,7.8,Very Low
insideNiMA#1019,1,18.0,3.0,Very Low
insidenima,21,1269.0,10.761904761904763,Low
inspairo,24,9740.0,61.083333333333336,Low
instaeyh,1,18.0,3.0,Very Low
instill_peace,1,18.0,3.0,Very Low
insumin#5770,1,18.0,3.0,Very Low
intrepidexp,12,1243.0,20.25,Low
intuitiveinvestor,1,18.0,3.0,Very Low
invader82xx,1,18.0,3.0,Very Low
investifiedzac,1,18.0,3.0,Very Low
invictus.2010,7,640.0,16.428571428571427,Very Low
iot-blocks#3178,8,922.0,22.5,Very Low
ip38443,1,18.0,3.0,Very Low
irokesenigor,4,196.0,8.5,Very Low
ironman13th,1,18.0,3.0,Very Low
ironwoman#6096,1,18.0,3.0,Very Low
irtamvan,1,21.0,1.0,Very Low
isa_bell,2,141.0,14.5,Very Low
isaacr7638,1,18.0,3.0,Very Low
isaacthemexican,1,144.0,31.0,Very Low
ish343434,1,64.0,13.0,Very Low
ish9592,2,69.0,6.5,Very Low
isha7947,1,18.0,3.0,Very Low
ishaansingh22,1,18.0,3.0,Very Low
isiahhill,1,18.0,3.0,Very Low
isittrue#9362,1,18.0,3.0,Very Low
isolation22,1,18.0,3.0,Very Low
itadori9047,2,100.0,8.0,Very Low
italian_coffee,1,2.0,1.0,Very Low
itheraelht,1,18.0,3.0,Very Low
itheum,1,18.0,3.0,Very Low
itisgone,1,18.0,3.0,Very Low
its.the.fox,1,18.0,3.0,Very Low
itsalllev#6890,4,411.0,19.75,Very Low
itsgift0406#0180,1,18.0,3.0,Very Low
itsjust.kam#4826,1,18.0,3.0,Very Low
itstim1wxg,1,18.0,3.0,Very Low
ivan_krishan,1,37.0,7.0,Very Low
ivandiazperez,2,84.0,8.5,Very Low
ivanichiro,1,2.0,1.0,Very Low
ivanlucas.,5,567.0,22.0,Very Low
ivanmilinsky9275,1,18.0,3.0,Very Low
ivanshukin1#1583,1,18.0,3.0,Very Low
ivelin.ivanov#2726,1,18.0,3.0,Very Low
ivjmwt6a7q4#0860,1,18.0,3.0,Very Low
ivwall#5291,4,132.0,6.5,Very Low
ivytta,1,18.0,3.0,Very Low
ivywhyte,2,90.0,7.5,Very Low
ix42,1,18.0,3.0,Very Low
ixeyv,1,18.0,3.0,Very Low
ixx0518,1,18.0,3.0,Very Low
iyashparikh,1,18.0,3.0,Very Low
iyed#1364,1,18.0,3.0,Very Low
izaak4,2,160.0,14.0,Very Low
izadgfx,4,265.0,11.5,Very Low
izitheblessed#5767,1,30.0,5.0,Very Low
izuking,20,1026.0,9.65,Low
izzycrypto,2,468.0,41.0,Very Low
j cat#6264,2,60.0,5.0,Very Low
j.#4403,1,18.0,3.0,Very Low
j263473,4,356.0,16.75,Very Low
j4ntnyf055#6835,2,36.0,3.0,Very Low
j95237,1,80.0,15.0,Very Low
jOeL__ (mPowered)#9368,1,18.0,3.0,Very Low
ja4ski,2,6.0,1.5,Very Low
jaaam5233,1,18.0,3.0,Very Low
jabali1098,2,27.0,4.0,Very Low
jabzr,2,81.0,5.5,Very Low
jacale,1,18.0,3.0,Very Low
jack362#5514,1,18.0,3.0,Very Low
jack_546,1,11.0,3.0,Very Low
jackal0804112,1,18.0,3.0,Very Low
jackdaniel3636,2,36.0,3.0,Very Low
jackiechan0525,1,18.0,3.0,Very Low
jackmd,2,83.0,7.0,Very Low
jacksawg5,1,18.0,3.0,Very Low
jacksohne,1,18.0,3.0,Very Low
jackthedavies77777#9428,1,18.0,3.0,Very Low
jackthepine,1,123.0,23.0,Very Low
jad#9144,1,18.0,3.0,Very Low
jagwa,2,10.0,1.5,Very Low
jahmanxl321,1,18.0,3.0,Very Low
jahstyle,1,18.0,3.0,Very Low
jaikishan98,1,18.0,3.0,Very Low
jaime#3151,1,124.0,24.0,Very Low
jain_apurva24,1,38.0,7.0,Very Low
jaj13#7922,1,18.0,3.0,Very Low
jake.#9695,1,18.0,3.0,Very Low
jake17007#2306,1,18.0,3.0,Very Low
jake17007#9115,1,18.0,3.0,Very Low
jakgrills,4,518.0,24.5,Very Low
jakrypto.,1,18.0,3.0,Very Low
jamal0148,1,2.0,1.0,Very Low
james Andy#5809,1,18.0,3.0,Very Low
james clifford#1061,1,18.0,3.0,Very Low
james04127_67966,1,121.0,24.0,Very Low
james343423,8,396.0,9.0,Very Low
jamesomniscia,2,212.0,18.0,Very Low
jamesw9407,1,18.0,3.0,Very Low
jamie123abc,7,1585.0,40.285714285714285,Very Low
jamie_007#0012,1,18.0,3.0,Very Low
jamin006,1,18.0,3.0,Very Low
jampzer.,1,5.0,1.0,Very Low
jamvs.,3,243.0,15.333333333333334,Very Low
jam┼éasica#3714,1,18.0,3.0,Very Low
janebae,1,18.0,3.0,Very Low
janebot.exe,1,18.0,3.0,Very Low
janek1972,1,18.0,3.0,Very Low
janussanders#5295,1,18.0,3.0,Very Low
janywins,1,18.0,3.0,Very Low
jarminjo151719,1,170.0,33.0,Very Low
jarosss_,1,18.0,3.0,Very Low
jarrk#9195,11,235.0,4.181818181818182,Low
jars_nftt,1,17.0,2.0,Very Low
jas225,1,18.0,3.0,Very Low
jasimo9632#7330,1,18.0,3.0,Very Low
jasnell12,1,2.0,1.0,Very Low
jason3680,2,20.0,2.0,Very Low
jasonw1283,1,18.0,3.0,Very Low
jasperlite#4485,2,54.0,4.5,Very Low
javjav_,4,720.0,33.0,Very Low
jayadighana,1,18.0,3.0,Very Low
jaydoubleyou_,3,37.0,2.3333333333333335,Very Low
jayneuro,1,18.0,3.0,Very Low
jaypana,10,394.0,7.3,Very Low
jayster2100,3,833.0,52.333333333333336,Very Low
jayzen.ashwath#0128,1,18.0,3.0,Very Low
jayΓÜ░≡ƒî╣#4660,1,18.0,3.0,Very Low
jb1908,82,13146.0,27.24390243902439,Low
jb5503,1,18.0,3.0,Very Low
jbdzd,1,117.0,20.0,Very Low
jbel2199#1046,1,18.0,3.0,Very Low
jblue2657,1,87.0,16.0,Very Low
jcgspain,1,15.0,4.0,Very Low
jckt#8943,2,317.0,28.0,Very Low
jd01#2928,2,47.0,4.0,Very Low
jdevoo,1,161.0,31.0,Very Low
jdp1275,1,18.0,3.0,Very Low
jeancayeux,2,95.0,7.5,Very Low
jeanjahossou,4,66.0,3.5,Very Low
jeanjak64,1,18.0,3.0,Very Low
jebus7892,1,220.0,46.0,Very Low
jedb13#8263,1,18.0,3.0,Very Low
jedi072#5752,2,222.0,20.5,Very Low
jedi_69,9,400.0,9.0,Very Low
jedperp,3,61.0,4.333333333333333,Very Low
jeeaar,1,18.0,3.0,Very Low
jeergates#1742,1,18.0,3.0,Very Low
jeevithaa,1,18.0,3.0,Very Low
jeez7829,23,1713.0,14.91304347826087,Low
jeffd9493,1,18.0,3.0,Very Low
jeffm1,1,2.0,1.0,Very Low
jeffry4754,5,145.0,5.6,Very Low
jeha093,1,2.0,1.0,Very Low
jehu_cmdr,1,18.0,3.0,Very Low
jellybean9964,3,153.0,9.0,Very Low
jellypie09,1,18.0,3.0,Very Low
jenkins#9646,1,18.0,3.0,Very Low
jennyhv#6848,1,18.0,3.0,Very Low
jennyv#6022,2,115.0,11.0,Very Low
jenuh#9645,1,18.0,3.0,Very Low
jeremytrindade#2162,2,468.0,45.0,Very Low
jerk8928,1,18.0,3.0,Very Low
jero_nl,8,825.0,18.875,Very Low
jerome7591,1,18.0,3.0,Very Low
jerry_rks,3,70.0,4.333333333333333,Very Low
jerryc#8487,1,18.0,3.0,Very Low
jerrygamer.,2,169.0,14.5,Very Low
jerryscott1,1,5.0,1.0,Very Low
jes#8279,1,18.0,3.0,Very Low
jespresto,1,18.0,3.0,Very Low
jessebmiller,2,192.0,16.0,Very Low
jesusdatalatte,280,18372.0,13.071428571428571,Moderate
jesusguijarro,1,18.0,3.0,Very Low
jesuslagor,1,18.0,3.0,Very Low
jetemangelachattetortueninja#3432,1,18.0,3.0,Very Low
jeugregg,24,2128.0,17.041666666666668,Low
jeus591,1,18.0,3.0,Very Low
jeyopa7323#1230,1,18.0,3.0,Very Low
jezzeg#8063,1,18.0,3.0,Very Low
jferg33_,1,18.0,3.0,Very Low
jfreeman#6323,2,20.0,2.0,Very Low
jgomez,1,18.0,3.0,Very Low
jhennifercasmir000,3,123.0,7.333333333333333,Very Low
jhin0369,1,4.0,2.0,Very Low
jhonatanvillas#5974,1,18.0,3.0,Very Low
jhtan,2,20.0,2.0,Very Low
ji1n11,20,4712.0,36.1,Low
jigglyenough,1,18.0,3.0,Very Low
jiloc59292#1466,1,18.0,3.0,Very Low
jimble#3513,1,18.0,3.0,Very Low
jimimased,1,18.0,3.0,Very Low
jimmedy,1,18.0,3.0,Very Low
jimwa#9943,1,18.0,3.0,Very Low
jinjabreaddd,1,18.0,3.0,Very Low
jinky85#9163,5,656.0,24.2,Very Low
jintseng,1,18.0,3.0,Very Low
jinusean,1,18.0,3.0,Very Low
jituo,2,20.0,2.0,Very Low
jj96,1,18.0,3.0,Very Low
jjm0851,1,18.0,3.0,Very Low
jjokocza,1,18.0,3.0,Very Low
jjuyyyhgfr#0557,1,18.0,3.0,Very Low
jjyy1#3492,1,18.0,3.0,Very Low
jklezf#7414,1,18.0,3.0,Very Low
jlnlh,1,18.0,3.0,Very Low
jmac1678,1,18.0,3.0,Very Low
jmarxhere,1,2.0,1.0,Very Low
jmedina18#3171,2,92.0,8.0,Very Low
jmjm1#0477,1,18.0,3.0,Very Low
jnmbrs,6,865.0,26.0,Very Low
jo90,1,18.0,3.0,Very Low
joan.wayne#9655,1,18.0,3.0,Very Low
joann991,1,18.0,3.0,Very Low
joao78,1,22.0,5.0,Very Low
jochemla,1,18.0,3.0,Very Low
jockowy,1,18.0,3.0,Very Low
joe_l4136,1,18.0,3.0,Very Low
joeblow9000,1,18.0,3.0,Very Low
joegernaut5qh9,1,18.0,3.0,Very Low
joeinternet,3,64.0,3.6666666666666665,Very Low
joelca.,1,18.0,3.0,Very Low
joelhwang.,1,18.0,3.0,Very Low
joelytics,1,18.0,3.0,Very Low
joemsca,1,18.0,3.0,Very Low
joewrong,1,18.0,3.0,Very Low
johan#8409,1,18.0,3.0,Very Low
johancalk,1,18.0,3.0,Very Low
johann1308,2,36.0,3.0,Very Low
john acquaviva l.#0383,1,18.0,3.0,Very Low
john suter#2621,2,48.0,5.0,Very Low
john.squared,1,18.0,3.0,Very Low
john13ph,1,18.0,3.0,Very Low
john3.3,1,31.0,6.0,Very Low
john_acw,2,574.0,52.5,Very Low
john_crrypt,1,2.0,1.0,Very Low
johnjohnnyfam,8,713.0,16.75,Very Low
johnkey1654,1,18.0,3.0,Very Low
johnny do#4451,1,18.0,3.0,Very Low
johnnyf24,1,5.0,1.0,Very Low
johnrhodel,12,1070.0,16.166666666666668,Low
johnson101#3072,1,18.0,3.0,Very Low
johnson5055#9018,1,18.0,3.0,Very Low
johnson77#2932,1,18.0,3.0,Very Low
johnsonheil#0130,1,18.0,3.0,Very Low
johnyjun,5,134.0,5.8,Very Low
johnz#6934,1,18.0,3.0,Very Low
joisboss121,2,167.0,13.0,Very Low
jokermasr81,1,2.0,1.0,Very Low
jokicspony,1,18.0,3.0,Very Low
jon77777,37,2516.0,12.864864864864865,Low
jon8314,2,266.0,25.0,Very Low
jonakoster,1,18.0,3.0,Very Low
jonaslund,1,18.0,3.0,Very Low
jonassft,1,18.0,3.0,Very Low
jonathan1818_,1,18.0,3.0,Very Low
jonathan1850,2,84.0,8.0,Very Low
jonathanbytesio,195,4959.0,5.076923076923077,Moderate
jonelle0918,1,18.0,3.0,Very Low
jones46#2776,1,18.0,3.0,Very Low
jonik0893#9048,1,18.0,3.0,Very Low
jonnybad,5,565.0,17.6,Very Low
jonnyboy#0489,1,22.0,4.0,Very Low
jonsimmons42,1,18.0,3.0,Very Low
jonson#4637,1,18.0,3.0,Very Low
jonwu,1,18.0,3.0,Very Low
joosh.meh,4,1235.0,56.75,Very Low
jordan0011,1,18.0,3.0,Very Low
jordan13130#5423,1,18.0,3.0,Very Low
jordan_gallant,1,18.0,3.0,Very Low
jordanbek,1,18.0,3.0,Very Low
jordi#8934,1,18.0,3.0,Very Low
jordisegura3,1,18.0,3.0,Very Low
jorenste,1,18.0,3.0,Very Low
jorgejaramillo#9193,1,18.0,3.0,Very Low
jory#7521,1,18.0,3.0,Very Low
josca42,2,36.0,3.0,Very Low
"jose enrique (🍉4,🍉4)#9140",1,18.0,3.0,Very Low
jose_genericchain.io,1,68.0,12.0,Very Low
josedalby,3,235.0,16.333333333333332,Very Low
josenftart#8945,1,18.0,3.0,Very Low
josephccm,1,18.0,3.0,Very Low
josephgregory,1,11.0,2.0,Very Low
josephpaysenger,2,30.0,2.5,Very Low
josestar,1,18.0,3.0,Very Low
joshf0124,2,95.0,9.0,Very Low
joshkeyz.,100,20718.0,35.09,Low
joshnm5343,1,64.0,14.0,Very Low
joshua18#9797,5,76.0,3.0,Very Low
joshuagold,3,61.0,4.0,Very Low
josolnik,1,18.0,3.0,Very Low
jostrek,1,18.0,3.0,Very Low
joule.eth,1,18.0,3.0,Very Low
joxter1131,2,56.0,5.0,Very Low
joy_paul18,1,18.0,3.0,Very Low
joyceMae#7441,1,18.0,3.0,Very Low
jozy#6646,1,18.0,3.0,Very Low
jozya,2,20.0,2.0,Very Low
jpbiconomy,1,59.0,10.0,Very Low
jpdiel_symbioniq,5,997.0,35.8,Very Low
jpdoms#3064,1,18.0,3.0,Very Low
jpegcafe,1,267.0,52.0,Very Low
jqvv,1,18.0,3.0,Very Low
jrdabor,1,18.0,3.0,Very Low
jringo,1,18.0,3.0,Very Low
jrmith,1,18.0,3.0,Very Low
jsjs77,3,143.0,8.666666666666666,Very Low
jsopel,39,1697.0,8.153846153846153,Low
jspgrocho,1,18.0,3.0,Very Low
juanarri,1,18.0,3.0,Very Low
juancruzeth,4,43.0,2.5,Very Low
juanfueyo,6,194.0,6.166666666666667,Very Low
juanirodriguezgoni,1,18.0,3.0,Very Low
juanlazo,0,0.0,,
juanrs195,3,106.0,7.0,Very Low
juanvicampos,1,62.0,11.0,Very Low
jubimax,3,283.0,18.333333333333332,Very Low
jubriel.,1,18.0,3.0,Very Low
judah#5387,1,18.0,3.0,Very Low
judahcooper,1,18.0,3.0,Very Low
judyniii,1,18.0,3.0,Very Low
jufly#2495,1,13.0,3.0,Very Low
juice le goat du UKLK#8801,1,18.0,3.0,Very Low
jujudorange8,1,18.0,3.0,Very Low
juk#3584,1,18.0,3.0,Very Low
jul#7423,1,18.0,3.0,Very Low
julen0,1,18.0,3.0,Very Low
juliaaa26,1,2.0,1.0,Very Low
julian | nailuj#3190,2,767.0,66.5,Very Low
julianne0613,1,18.0,3.0,Very Low
julianxfm,1,18.0,3.0,Very Low
juliarain#2433,1,18.0,3.0,Very Low
julienando49,1,18.0,3.0,Very Low
julio.leite,1,18.0,3.0,Very Low
jullian#9545,1,18.0,3.0,Very Low
julz48,3,116.0,7.0,Very Low
julzczar#0353,1,18.0,3.0,Very Low
jumaru_igano,1,18.0,3.0,Very Low
jumboyyyy,1,18.0,3.0,Very Low
jumparo,2,151.0,15.0,Very Low
jumpman247,1,18.0,3.0,Very Low
jumpstart310,2,330.0,26.0,Very Low
junanthebarbarous,1,134.0,24.0,Very Low
june.2000,4,88.0,4.5,Very Low
junebird#3923,1,18.0,3.0,Very Low
jungle#4895,1,128.0,24.0,Very Low
juni0503,1,18.0,3.0,Very Low
juniaaa84x,1,18.0,3.0,Very Low
juniper_juice,2,345.0,32.0,Very Low
junomars2746,1,18.0,3.0,Very Low
juokowi,1,2.0,1.0,Very Low
jupiterblock,1,18.0,3.0,Very Low
jusn#1395,1,18.0,3.0,Very Low
just.marvin,3,64.0,4.333333333333333,Very Low
just_eren_,1,5.0,1.0,Very Low
justchrisbruno,1,18.0,3.0,Very Low
justcunn,3,505.0,30.333333333333332,Very Low
justdreamhdti,1,18.0,3.0,Very Low
justhangin,1,18.0,3.0,Very Low
justiceparallax,1,18.0,3.0,Very Low
juwonloblaze,1,217.0,34.0,Very Low
jv#5209,1,18.0,3.0,Very Low
jxmm3499,1,18.0,3.0,Very Low
jxnmario,1,18.0,3.0,Very Low
jyaphy,1,18.0,3.0,Very Low
jyotising,2,36.0,3.0,Very Low
jzmauro,1,18.0,3.0,Very Low
k i w i#6306,1,18.0,3.0,Very Low
k03t,7,1768.0,29.857142857142858,Very Low
k0r34nb4ng3r,9,1155.0,23.77777777777778,Very Low
k1llerzone4sh,1,18.0,3.0,Very Low
k1ng4_#8244,1,18.0,3.0,Very Low
k3nn.eth,3,343.0,21.333333333333332,Very Low
k4komaaal,1,2.0,1.0,Very Low
k4rl33,13,1305.0,18.384615384615383,Low
k_digitals,2,21.0,2.0,Very Low
k_pg#5616,1,18.0,3.0,Very Low
ka.ta,9,288.0,6.333333333333333,Very Low
kabir2172,1,18.0,3.0,Very Low
kabugu,3,98.0,6.333333333333333,Very Low
kacai#4160,1,18.0,3.0,Very Low
kaden1702,1,18.0,3.0,Very Low
kado#0622,1,18.0,3.0,Very Low
kaedamaboi,1,18.0,3.0,Very Low
kaha5168,1,18.0,3.0,Very Low
kaii#2877,1,18.0,3.0,Very Low
kaijuneer,1,18.0,3.0,Very Low
kailiao.,1,18.0,3.0,Very Low
kaimeinke,4,1406.0,51.75,Very Low
kaio3446,1,18.0,3.0,Very Low
kaiser00785,1,15.0,2.0,Very Low
kaiser31#8440,1,2.0,1.0,Very Low
kaisub7#4543,2,174.0,16.0,Very Low
kaito1020#1263,1,18.0,3.0,Very Low
kaizukii,1,18.0,3.0,Very Low
kakashen#6521,1,18.0,3.0,Very Low
kaku#5215,15,203.0,2.533333333333333,Low
kalebscott2013#0754,1,18.0,3.0,Very Low
kalendula21#2089,1,18.0,3.0,Very Low
kaleverse,3,130.0,7.666666666666667,Very Low
kalina6974,2,105.0,11.5,Very Low
kalixoq,6,220.0,7.0,Very Low
kalkison108,1,18.0,3.0,Very Low
kalsang#9765,1,18.0,3.0,Very Low
kamen#8743,1,18.0,3.0,Very Low
kaming7919,15,478.0,5.6,Low
kamitwenty4,2,29.0,3.0,Very Low
kamranhughes,1,18.0,3.0,Very Low
kaname6691,2,20.0,2.0,Very Low
kandicrypto,1,18.0,3.0,Very Low
kant1742,1,2.0,1.0,Very Low
kantain_,1,18.0,3.0,Very Low
kapcomel,1,18.0,3.0,Very Low
karabo-ixo#2487,1,18.0,3.0,Very Low
karan0356,1,18.0,3.0,Very Low
karanprashar06,1,18.0,3.0,Very Low
karawu#8461,1,18.0,3.0,Very Low
kareemikassab,26,1467.0,10.461538461538462,Low
karenl1,1,42.0,8.0,Very Low
karensue#0356,1,18.0,3.0,Very Low
karl_7521,1,18.0,3.0,Very Low
karmause#2055,1,18.0,3.0,Very Low
karthikeya#4933,1,18.0,3.0,Very Low
karthiktkd9,4,428.0,13.0,Very Low
karubinu,10,346.0,6.0,Very Low
karuts#4409,1,18.0,3.0,Very Low
kasala_nikitha#7035,1,18.0,3.0,Very Low
